,Paid up equity capital (net of forfeited equity capital),Reserves and Funds,Date,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Months,Company,Equity
1053,,,,,,,,,,,,,,Rahi Chemicals Ltd.,
1054,,,,,,,,,,,,,,Rahi Chemicals Ltd.,
1055,1.02,0.33,3/31/1993,0.69,0.6,1.86,1.86,0.19,0.12,0.68,,,12.0,Rahi Chemicals Ltd.,1.35
1056,2.71,0.46,3/31/1994,1.19,1.1,3.9,3.9,0.46,0.13,1.18,,,12.0,Rahi Chemicals Ltd.,3.17
1057,4.05,0.64,3/31/1995,1.29,1.16,5.88,5.88,0.54,0.17,1.28,,,12.0,Rahi Chemicals Ltd.,4.6899999999999995
1058,4.05,0.94,3/31/1996,1.77,1.65,8.65,8.65,0.92,0.3,1.57,0.37,-2.43,12.0,Rahi Chemicals Ltd.,4.99
1059,5.04,0.92,3/31/1997,1.95,1.86,10.05,10.05,1.07,-0.02,1.93,-0.1,-1.13,12.0,Rahi Chemicals Ltd.,5.96
1060,149.3,2768.07,3/31/2012,138.64,954.85,3010.73,3010.73,10.43,-816.21,,-24.51,-594.72,12.0,Religare Enterprises Ltd.,2917.3700000000003
1061,149.4,2003.75,3/31/2013,274.28,1035.23,3521.89,3521.89,34.43,-760.95,,7.92,-1126.36,12.0,Religare Enterprises Ltd.,2153.15
1062,149.61,1879.51,3/31/2014,331.58,461.08,4010.77,4010.77,630.89,-129.5,,-66.75,-298.46,12.0,Religare Enterprises Ltd.,2029.12
1063,178.33,2252.76,3/31/2015,184.05,287.56,4200.58,4200.58,1199.83,-103.51,,609.39,-130.42,12.0,Religare Enterprises Ltd.,2431.09
1064,178.33,2336.65,3/31/2016,1272.57,1188.74,3539.38,3539.38,539.02,83.83,,153.74,-246.59,12.0,Religare Enterprises Ltd.,2514.98
1065,178.33,1676.92,3/31/2017,498.61,657.85,3422.93,3422.93,1005.0,-159.24,,92.94,-51.34,12.0,Religare Enterprises Ltd.,1855.25
1066,178.46,1329.9,3/31/2018,86.18,412.43,2662.33,2662.33,601.76,-326.25,36.72,-261.94,493.28,12.0,Religare Enterprises Ltd.,1508.3600000000001
1067,216.94,1346.75,3/31/2019,37.69,183.8,2582.99,2582.99,505.3,-146.11,23.3,-25.51,-86.27,12.0,Religare Enterprises Ltd.,1563.69
1068,258.13,1252.46,3/31/2020,61.12,371.28,2521.06,2521.06,677.38,-310.16,16.2,-9.59,-100.5,12.0,Religare Enterprises Ltd.,1510.5900000000001
1069,259.41,1319.77,3/31/2021,122.24,58.24,2184.07,2184.07,266.16,64.0,13.28,7.68,-0.71,12.0,Religare Enterprises Ltd.,1579.18
1070,,,,,,,,,,,,,,Rishabh Industries Ltd.,
1071,,,,,,,,,,,,,,Rishabh Industries Ltd.,
1072,,,,,,,,,,,,,,Rishabh Industries Ltd.,
1073,,,,,,,,,,,,,,Rishabh Industries Ltd.,
1074,0.99,,3/31/1992,,,1.43,1.43,0.44,,,,,12.0,Rishabh Industries Ltd.,
1075,4.6,,3/31/1993,0.16,0.16,4.76,4.76,0.16,0.0,0.16,,,12.0,Rishabh Industries Ltd.,
1076,4.6,,3/31/1994,,,6.64,6.64,0.08,,,,,12.0,Rishabh Industries Ltd.,
1077,4.6,0.22,3/31/1995,2.92,3.05,11.29,11.29,1.97,0.22,2.92,-1.51,-0.88,12.0,Rishabh Industries Ltd.,4.819999999999999
1078,4.6,-2.06,3/31/1996,0.78,3.56,11.1,11.1,1.76,-2.28,0.75,-1.93,-0.3,12.0,Rishabh Industries Ltd.,2.5399999999999996
1079,4.6,-3.66,3/31/1997,0.42,2.22,10.86,10.86,2.13,-1.6,0.39,-0.18,-0.02,12.0,Rishabh Industries Ltd.,0.9399999999999995
1080,,,,,,,,,,,,,,Rites Infrastructure Services Ltd.,
1081,,,,,,,,,,,,,,Rites Infrastructure Services Ltd.,
1082,,,,,,,,,,,,,,Rites Infrastructure Services Ltd.,
1083,,,,,,,,,,,,,,Rites Infrastructure Services Ltd.,
1084,0.05,-0.05,3/31/2011,,0.05,0.74,0.74,0.74,-0.05,,,,12.0,Rites Infrastructure Services Ltd.,0.0
1085,0.05,-0.06,3/31/2012,,0.01,2.87,2.87,2.88,-0.01,,,,12.0,Rites Infrastructure Services Ltd.,-0.009999999999999995
1086,0.05,-0.26,3/31/2013,,0.21,4.52,4.52,4.73,-0.21,,1.65,-1.65,12.0,Rites Infrastructure Services Ltd.,-0.21000000000000002
1087,0.05,-0.21,3/31/2014,0.26,0.21,10.7,10.7,10.86,0.05,0.26,5.84,-5.84,12.0,Rites Infrastructure Services Ltd.,-0.15999999999999998
1088,0.05,-0.11,3/31/2015,53.97,53.87,26.96,26.96,27.02,0.1,53.97,11.51,-11.51,12.0,Rites Infrastructure Services Ltd.,-0.06
1089,0.05,-0.52,3/31/2016,13.69,14.1,15.26,15.26,15.73,-0.41,13.69,-6.57,6.61,12.0,Rites Infrastructure Services Ltd.,-0.47000000000000003
1090,,,,,,,,,,,,,,Rosebys Interiors India Ltd.,
1091,,,,,,,,,,,,,,Rosebys Interiors India Ltd.,
1092,,,,,,,,,,,,,,Rosebys Interiors India Ltd.,
1093,,,,,,,,,,,,,,Rosebys Interiors India Ltd.,
1094,,,,,,,,,,,,,,Rosebys Interiors India Ltd.,
1095,,,,,,,,,,,,,,Rosebys Interiors India Ltd.,
1096,0.05,-0.05,3/31/2008,,0.05,160.05,160.05,160.05,-0.05,,159.55,-159.6,4.0,Rosebys Interiors India Ltd.,0.0
1097,0.05,-8.1,3/31/2009,5.47,15.94,98.98,98.98,8.47,-8.06,5.47,-3.58,-93.29,12.0,Rosebys Interiors India Ltd.,-8.049999999999999
1098,0.05,-22.54,3/31/2010,70.59,87.1,160.77,160.77,46.77,-14.44,70.44,-0.11,-32.76,12.0,Rosebys Interiors India Ltd.,-22.49
1099,0.05,-35.8,3/31/2011,82.28,98.59,143.43,143.43,26.59,-18.26,78.94,-7.05,-7.99,12.0,Rosebys Interiors India Ltd.,-35.75
1100,,,,,,,,,,,,,,S F L Industries Ltd.,
1101,,,,,,,,,,,,,,S F L Industries Ltd.,
1102,2.47,0.26,3/31/1990,26.63,26.35,17.59,17.59,3.71,0.83,26.41,,,12.0,S F L Industries Ltd.,2.7300000000000004
1103,2.47,1.7,3/31/1991,42.65,42.04,24.55,24.55,8.87,1.75,42.33,,,12.0,S F L Industries Ltd.,4.17
1104,5.44,2.3,6/30/1992,63.07,74.55,46.15,46.15,24.67,1.22,63.0,,,15.0,S F L Industries Ltd.,7.74
1105,5.44,3.44,6/30/1993,48.62,37.33,42.25,42.25,15.65,1.14,48.35,,,12.0,S F L Industries Ltd.,8.88
1106,5.44,5.6,6/30/1994,38.14,41.4,47.13,47.13,17.65,2.17,35.96,,,12.0,S F L Industries Ltd.,11.04
1107,5.44,6.4,6/30/1995,57.78,54.12,44.91,44.91,18.19,0.81,56.87,9.14,-0.8,12.0,S F L Industries Ltd.,11.84
1108,5.44,3.89,6/30/1996,55.53,59.89,52.24,52.24,18.77,-2.51,55.06,-2.57,-0.37,12.0,S F L Industries Ltd.,9.33
1109,5.44,1.72,6/30/1997,31.03,33.75,44.22,44.22,15.39,-2.18,30.79,6.45,-0.16,12.0,S F L Industries Ltd.,7.16
1110,0.2,-0.16,3/31/2000,137.66,137.63,104.15,104.15,104.11,0.03,137.66,,,12.0,S Kumars Textiles Ltd.,0.04000000000000001
1111,0.2,-0.13,3/31/2001,241.84,241.8,118.46,118.46,118.39,0.04,241.84,,,12.0,S Kumars Textiles Ltd.,0.07
1112,0.2,-0.09,3/31/2002,284.64,284.61,269.45,269.45,269.34,0.03,284.63,,,12.0,S Kumars Textiles Ltd.,0.11000000000000001
1113,0.2,-0.09,3/31/2003,174.85,174.84,189.73,189.73,189.62,0.01,174.83,,,12.0,S Kumars Textiles Ltd.,0.11000000000000001
1114,0.2,-0.07,3/31/2007,9.05,9.05,393.64,393.64,393.51,0.0,9.05,-0.06,,12.0,S Kumars Textiles Ltd.,0.13
1115,0.2,-0.07,3/31/2008,192.14,192.14,532.71,532.71,532.58,0.0,192.13,0.02,,12.0,S Kumars Textiles Ltd.,0.13
1116,0.2,-0.05,3/31/2010,348.53,348.52,745.92,745.92,745.77,0.01,348.53,0.06,,12.0,S Kumars Textiles Ltd.,0.15000000000000002
1117,0.2,-0.03,3/31/2011,100.91,100.88,433.28,433.28,433.07,0.03,100.91,2.33,-2.34,12.0,S Kumars Textiles Ltd.,0.17
1118,0.2,-0.06,3/31/2012,219.33,219.36,444.48,444.48,444.26,-0.03,219.33,-1.42,,12.0,S Kumars Textiles Ltd.,0.14
1119,0.2,-1.61,3/31/2013,111.14,112.69,552.88,552.88,554.29,-1.55,111.14,6.33,0.15,12.0,S Kumars Textiles Ltd.,-1.4100000000000001
1120,,,,,,,,,,,,,,S O L Ltd.,
1121,,,,,,,,,,,,,,S O L Ltd.,
1122,,,,,,,,,,,,,,S O L Ltd.,
1123,,,,,,,,,,,,,,S O L Ltd.,
1124,,,,,,,,,,,,,,S O L Ltd.,
1125,,,,,,,,,,,,,,S O L Ltd.,
1126,,,,,,,,,,,,,,S O L Ltd.,
1127,,,,,,,,,,,,,,S O L Ltd.,
1128,2.44,1.76,3/31/1995,25.12,24.46,9.08,9.08,0.36,1.6,25.12,0.31,-1.09,12.0,S O L Ltd.,4.2
1129,4.5,5.26,3/31/1996,53.73,51.21,21.19,21.19,0.95,3.12,53.68,0.82,-1.33,12.0,S O L Ltd.,9.76
1130,,,,,,,,,,,,,,Samrat Ashoka Exports Ltd.,
1131,,,,,,,,,,,,,,Samrat Ashoka Exports Ltd.,
1132,,,,,,,,,,,,,,Samrat Ashoka Exports Ltd.,
1133,,,,,,,,,,,,,,Samrat Ashoka Exports Ltd.,
1134,,,,,,,,,,,,,,Samrat Ashoka Exports Ltd.,
1135,5.86,19.87,3/31/1995,67.41,64.2,60.41,60.41,25.96,3.44,66.56,,,11.0,Samrat Ashoka Exports Ltd.,25.73
1136,6.0,24.45,3/31/1996,79.67,77.98,81.84,81.84,24.53,5.72,79.33,-19.44,-4.0,12.0,Samrat Ashoka Exports Ltd.,30.45
1137,6.0,20.51,3/31/1997,71.9,75.42,75.36,75.36,22.03,-3.94,68.83,5.82,-0.79,12.0,Samrat Ashoka Exports Ltd.,26.51
1138,6.0,-19.7,9/30/1998,16.69,44.47,43.48,43.48,19.45,-40.22,14.79,-6.48,1.92,18.0,Samrat Ashoka Exports Ltd.,-13.7
1139,6.0,-29.19,9/30/1999,0.97,10.3,39.57,39.57,19.65,-9.49,0.97,-5.89,0.08,12.0,Samrat Ashoka Exports Ltd.,-23.19
1140,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1141,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1142,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1143,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1144,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1145,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1146,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1147,,,,,,,,,,,,,,Sandeep Texspin Ltd.,
1148,0.54,0.59,3/31/1995,4.53,4.55,4.59,4.59,0.72,0.14,4.53,0.33,-0.43,12.0,Sandeep Texspin Ltd.,1.13
1149,3.12,0.76,3/31/1996,5.82,5.94,7.06,7.06,0.62,0.13,5.72,-0.8,-1.02,12.0,Sandeep Texspin Ltd.,3.88
1150,,,,,,,,,,,,,,Sangam Aluminium Ltd.,
1151,,,,,,,,,,,,,,Sangam Aluminium Ltd.,
1152,3.55,-8.61,3/31/1994,3.92,6.56,10.85,10.85,1.6,-3.75,3.86,,,12.0,Sangam Aluminium Ltd.,-5.06
1153,3.55,-12.03,3/31/1995,8.3,11.52,9.53,9.53,1.19,-3.42,8.25,-0.3,-0.03,12.0,Sangam Aluminium Ltd.,-8.48
1154,3.55,-15.94,3/31/1996,11.52,15.53,9.78,9.78,1.52,-3.91,11.46,-0.45,-0.03,12.0,Sangam Aluminium Ltd.,-12.39
1155,3.55,-13.13,3/31/1997,14.94,12.78,10.79,10.79,3.75,2.81,9.17,-1.1,-0.15,12.0,Sangam Aluminium Ltd.,-9.580000000000002
1156,4.51,-17.56,3/31/1998,14.33,18.16,13.01,13.01,4.7,-4.43,14.22,1.24,-3.24,12.0,Sangam Aluminium Ltd.,-13.049999999999999
1157,9.01,-18.78,3/31/1999,9.35,10.26,11.02,11.02,5.25,-1.22,6.54,-2.56,-0.35,12.0,Sangam Aluminium Ltd.,-9.770000000000001
1158,9.01,-22.49,3/31/2000,0.17,3.74,9.91,9.91,4.24,-3.71,0.16,-1.55,-0.07,12.0,Sangam Aluminium Ltd.,-13.479999999999999
1159,9.01,-25.22,3/31/2001,0.17,2.9,8.62,8.62,2.98,-2.74,0.02,-0.63,0.04,12.0,Sangam Aluminium Ltd.,-16.21
1160,5.55,13.7,3/31/2012,2.06,2.01,33.27,33.27,6.72,0.05,2.03,2.88,-1.03,12.0,Securekloud Technologies Ltd.,19.25
1161,10.04,11.94,3/31/2013,3.1,3.05,32.73,32.73,1.83,0.05,3.04,-4.8,-1.65,12.0,Securekloud Technologies Ltd.,21.979999999999997
1162,10.04,12.04,3/31/2014,7.22,7.13,34.92,34.92,4.24,0.09,7.22,11.15,-10.68,12.0,Securekloud Technologies Ltd.,22.08
1163,10.34,24.4,3/31/2015,12.66,11.96,47.88,47.88,1.07,0.7,12.39,-6.65,-11.28,12.0,Securekloud Technologies Ltd.,34.739999999999995
1164,10.89,46.99,3/31/2016,21.17,19.95,74.97,74.97,10.73,1.22,20.96,10.59,-28.62,12.0,Securekloud Technologies Ltd.,57.88
1165,15.26,61.63,3/31/2017,37.54,35.91,125.17,125.17,21.23,1.63,37.46,3.77,-43.56,12.0,Securekloud Technologies Ltd.,76.89
1166,15.26,62.95,3/31/2018,54.22,49.34,172.65,172.65,37.26,4.88,50.57,-9.27,-26.48,12.0,Securekloud Technologies Ltd.,78.21000000000001
1167,15.26,72.75,3/31/2019,70.16,60.43,196.11,196.11,52.64,9.73,56.95,-2.81,-0.35,12.0,Securekloud Technologies Ltd.,88.01
1168,15.26,67.47,3/31/2020,45.49,50.74,172.52,172.52,25.03,-5.25,42.46,8.9,-0.29,12.0,Securekloud Technologies Ltd.,82.73
1169,15.26,67.37,3/31/2021,41.35,41.39,173.99,173.99,23.13,-0.04,41.27,26.75,-18.07,12.0,Securekloud Technologies Ltd.,82.63000000000001
1170,0.07,0.26,3/31/2011,2.63,2.57,3.07,3.07,2.59,0.06,2.6,0.66,-0.41,12.0,Shanti Intermediates Pvt. Ltd.,0.33
1171,0.07,0.61,3/31/2012,4.48,4.13,3.64,3.64,2.77,0.35,4.34,1.04,-0.74,12.0,Shanti Intermediates Pvt. Ltd.,0.6799999999999999
1172,0.07,0.71,3/31/2013,6.89,6.79,4.41,4.41,3.4,0.1,6.88,1.02,-0.73,12.0,Shanti Intermediates Pvt. Ltd.,0.78
1173,0.07,0.74,3/31/2014,8.5,8.48,4.46,4.46,3.42,0.02,8.43,1.1,-0.56,12.0,Shanti Intermediates Pvt. Ltd.,0.81
1174,0.07,0.7,3/31/2015,9.2,9.21,5.29,5.29,4.28,-0.01,9.19,0.88,-0.46,12.0,Shanti Intermediates Pvt. Ltd.,0.77
1175,0.07,0.69,3/31/2016,9.74,9.75,4.47,4.47,3.53,-0.01,9.72,0.57,-0.12,12.0,Shanti Intermediates Pvt. Ltd.,0.76
1176,0.07,0.0,3/31/2017,5.68,6.37,4.57,4.57,4.34,-0.69,5.67,1.93,-1.16,12.0,Shanti Intermediates Pvt. Ltd.,0.07
1177,0.07,0.05,3/31/2018,9.62,9.57,5.1,5.1,4.83,0.05,9.61,0.19,,12.0,Shanti Intermediates Pvt. Ltd.,0.12000000000000001
1178,0.07,0.34,3/31/2019,14.07,13.78,4.05,4.05,3.44,0.29,14.06,-0.22,,12.0,Shanti Intermediates Pvt. Ltd.,0.41000000000000003
1179,0.07,0.22,3/31/2020,11.32,11.48,4.03,4.03,3.54,-0.12,11.31,0.28,-0.25,12.0,Shanti Intermediates Pvt. Ltd.,0.29000000000000004
1180,,,,,,,,,,,,,,Shivani Vanaspati Ltd.,
1181,,,,,,,,,,,,,,Shivani Vanaspati Ltd.,
1182,0.94,,3/31/1995,,,1.24,1.24,0.03,,,,,12.0,Shivani Vanaspati Ltd.,
1183,2.43,,3/31/1996,,,7.93,7.93,0.45,,,0.06,-5.54,12.0,Shivani Vanaspati Ltd.,
1184,4.46,,3/31/1997,,,13.08,13.08,0.48,,,,-5.75,12.0,Shivani Vanaspati Ltd.,
1185,6.36,-2.05,3/31/1998,4.51,8.46,17.66,17.66,0.68,-2.05,4.51,-3.12,-1.9,12.0,Shivani Vanaspati Ltd.,4.3100000000000005
1186,8.5,-6.39,9/30/1999,13.07,17.7,17.91,17.91,1.01,-4.34,13.07,,,18.0,Shivani Vanaspati Ltd.,2.1100000000000003
1187,8.5,-9.74,3/31/2000,3.37,4.35,15.98,15.98,1.03,-3.35,2.69,-0.66,0.67,6.0,Shivani Vanaspati Ltd.,-1.2400000000000002
1188,8.5,-12.61,3/31/2001,19.98,25.0,18.59,18.59,3.58,-2.87,19.98,0.07,0.06,12.0,Shivani Vanaspati Ltd.,-4.109999999999999
1189,8.5,-15.96,6/30/2002,47.03,48.49,18.32,18.32,3.29,-3.35,47.03,0.09,-0.07,15.0,Shivani Vanaspati Ltd.,-7.460000000000001
1190,0.04,-0.01,3/31/2011,,,0.04,0.04,,,,-0.01,3.59,12.0,Shri Chamundeswari Minerals Ltd.,0.03
1191,0.04,-0.01,3/31/2012,,,0.04,0.04,,,,,,12.0,Shri Chamundeswari Minerals Ltd.,0.03
1192,0.04,-0.01,3/31/2013,,,0.04,0.04,,,,,,12.0,Shri Chamundeswari Minerals Ltd.,0.03
1193,0.05,-0.01,3/31/2014,,,0.05,0.05,,,,,,12.0,Shri Chamundeswari Minerals Ltd.,0.04
1194,0.06,-0.01,3/31/2015,,,0.05,0.05,,,,,,12.0,Shri Chamundeswari Minerals Ltd.,0.049999999999999996
1195,0.05,-0.02,3/31/2016,,0.01,0.03,0.03,,-0.01,,-0.01,,12.0,Shri Chamundeswari Minerals Ltd.,0.030000000000000002
1196,0.05,0.08,3/31/2017,1.41,1.31,0.43,0.43,0.16,0.1,1.4,-0.06,-0.05,12.0,Shri Chamundeswari Minerals Ltd.,0.13
1197,0.05,-0.02,3/31/2018,0.92,1.02,0.27,0.27,0.15,-0.1,0.92,0.04,-0.01,12.0,Shri Chamundeswari Minerals Ltd.,0.030000000000000002
1198,0.05,0.09,3/31/2019,1.0,0.89,0.33,0.33,0.09,0.11,0.97,0.19,,12.0,Shri Chamundeswari Minerals Ltd.,0.14
1199,0.05,0.2,3/31/2020,0.98,0.87,0.45,0.45,0.12,0.11,0.97,-0.11,-0.01,12.0,Shri Chamundeswari Minerals Ltd.,0.25
1200,4.01,7.63,3/31/1990,70.05,72.41,56.43,56.43,15.9,1.21,69.38,,,12.0,Shri Ishar Alloy Steels Ltd.,11.64
1201,5.17,9.73,3/31/1991,82.51,87.97,70.95,70.95,16.39,1.19,81.51,,,12.0,Shri Ishar Alloy Steels Ltd.,14.9
1202,5.17,10.96,3/31/1992,85.06,83.11,80.7,80.7,16.77,2.17,84.68,,,12.0,Shri Ishar Alloy Steels Ltd.,16.130000000000003
1203,5.17,12.37,3/31/1993,89.87,89.51,88.5,88.5,17.28,2.34,89.68,,,12.0,Shri Ishar Alloy Steels Ltd.,17.54
1204,5.17,13.68,3/31/1994,113.24,112.85,122.58,122.58,43.03,2.6,112.94,,,12.0,Shri Ishar Alloy Steels Ltd.,18.85
1205,11.62,27.07,3/31/1995,167.93,171.88,141.71,141.71,39.77,7.89,166.62,21.06,-3.24,12.0,Shri Ishar Alloy Steels Ltd.,38.69
1206,11.98,33.75,3/31/1996,205.73,201.77,149.44,149.44,29.11,8.57,205.47,14.67,-6.66,12.0,Shri Ishar Alloy Steels Ltd.,45.730000000000004
1207,11.98,10.01,3/31/1997,191.79,202.36,164.36,164.36,37.26,-26.06,191.73,28.06,-19.91,12.0,Shri Ishar Alloy Steels Ltd.,21.990000000000002
1208,11.98,-11.04,3/31/1998,64.44,116.14,174.75,174.75,27.13,-56.0,63.98,17.36,-4.87,12.0,Shri Ishar Alloy Steels Ltd.,0.9400000000000013
1209,11.98,-71.37,3/31/1999,1.5,52.86,139.72,139.72,25.28,-58.75,1.41,33.32,0.47,12.0,Shri Ishar Alloy Steels Ltd.,-59.39
1210,,,,,,,,,,,,,,Shri Sainath Proteins Ltd.,
1211,,,,,,,,,,,,,,Shri Sainath Proteins Ltd.,
1212,,,,,,,,,,,,,,Shri Sainath Proteins Ltd.,
1213,1.22,0.11,3/31/1995,41.72,41.08,4.34,4.34,2.2,0.31,41.63,,,12.0,Shri Sainath Proteins Ltd.,1.33
1214,1.22,0.29,3/31/1996,45.03,45.21,7.28,7.28,1.51,0.18,44.99,,,12.0,Shri Sainath Proteins Ltd.,1.51
1215,3.58,0.86,3/31/1999,44.37,45.22,6.0,6.0,1.26,-0.68,44.24,1.45,-0.76,12.0,Shri Sainath Proteins Ltd.,4.44
1216,3.58,1.97,3/31/2000,50.2,48.75,8.67,8.67,2.48,1.11,48.65,-0.45,-0.09,12.0,Shri Sainath Proteins Ltd.,5.55
1217,3.58,1.77,3/31/2001,49.47,49.88,8.7,8.7,2.24,-0.2,49.45,-0.39,-0.08,12.0,Shri Sainath Proteins Ltd.,5.35
1218,3.58,0.9,3/31/2002,50.3,51.43,8.46,8.46,2.78,-0.87,50.3,-0.1,0.0,12.0,Shri Sainath Proteins Ltd.,4.48
1219,3.58,0.92,3/31/2003,63.44,63.54,8.62,8.62,2.69,0.03,63.37,0.1,-0.05,12.0,Shri Sainath Proteins Ltd.,4.5
1220,,,,,,,,,,,,,,Soundcraft Industries Ltd.,
1221,,,,,,,,,,,,,,Soundcraft Industries Ltd.,
1222,2.99,9.84,3/31/1996,37.21,36.09,27.2,27.2,8.38,9.54,37.11,-1.35,-0.1,12.0,Soundcraft Industries Ltd.,12.83
1223,11.95,12.75,6/30/1997,108.25,107.22,42.83,42.83,7.72,12.91,107.89,4.48,-5.24,15.0,Soundcraft Industries Ltd.,24.7
1224,11.95,24.04,6/30/1998,187.5,175.62,85.31,85.31,19.26,13.28,186.16,-11.62,-4.64,12.0,Soundcraft Industries Ltd.,35.989999999999995
1225,15.94,36.58,6/30/1999,262.3,242.15,123.57,123.57,22.28,20.74,258.25,-6.61,-0.09,12.0,Soundcraft Industries Ltd.,52.519999999999996
1226,16.08,65.33,6/30/2000,352.07,338.54,182.73,182.73,20.5,26.14,348.37,-7.16,-4.46,12.0,Soundcraft Industries Ltd.,81.41
1227,16.22,99.26,6/30/2001,434.33,412.18,243.76,243.76,25.0,30.91,429.41,-2.88,-17.82,12.0,Soundcraft Industries Ltd.,115.48
1228,16.22,134.64,6/30/2002,533.2,502.9,300.8,300.8,28.25,38.62,528.41,4.91,-1.95,12.0,Soundcraft Industries Ltd.,150.85999999999999
1229,16.22,175.8,6/30/2003,630.11,599.85,381.65,381.65,36.22,41.62,630.04,-2.23,-3.17,12.0,Soundcraft Industries Ltd.,192.02
1230,3.0,0.15,3/31/2000,2.25,2.05,3.45,3.45,0.3,0.07,2.25,,,12.0,Span Allied Inds. Ltd.,3.15
1231,6.23,1.96,3/31/2001,3.87,3.56,8.55,8.55,0.36,0.18,3.86,-1.33,-3.24,12.0,Span Allied Inds. Ltd.,8.190000000000001
1232,6.23,1.96,3/31/2002,2.14,1.95,8.27,8.27,0.08,0.01,2.14,0.06,,12.0,Span Allied Inds. Ltd.,8.190000000000001
1233,5.07,2.08,3/31/2003,0.77,1.45,7.26,7.26,0.11,-1.05,0.77,-0.19,,12.0,Span Allied Inds. Ltd.,7.15
1234,5.85,0.83,9/30/2004,2.11,3.42,8.03,8.03,1.35,-1.26,2.03,-0.64,0.07,18.0,Span Allied Inds. Ltd.,6.68
1235,6.05,0.85,9/30/2005,1.62,1.79,7.83,7.83,0.54,0.03,1.53,-0.54,0.05,12.0,Span Allied Inds. Ltd.,6.8999999999999995
1236,6.05,0.86,3/31/2006,1.1,1.16,7.42,7.42,0.17,0.0,1.1,-0.02,,6.0,Span Allied Inds. Ltd.,6.91
1237,6.6,3.38,3/31/2007,0.76,0.79,10.37,10.37,0.11,-0.03,0.75,-0.19,-0.56,12.0,Span Allied Inds. Ltd.,9.98
1238,6.6,2.8,3/31/2008,0.8,1.8,10.12,10.12,0.4,-0.58,0.51,-2.86,0.28,12.0,Span Allied Inds. Ltd.,9.399999999999999
1239,6.6,2.8,3/31/2009,0.16,0.16,10.22,10.22,0.49,0.0,0.01,0.01,0.15,12.0,Span Allied Inds. Ltd.,9.399999999999999
1240,32.16,114.37,3/31/2012,23.59,23.77,180.21,180.21,33.64,-0.1,7.48,-0.28,-10.33,12.0,Standard Industries Ltd.,146.53
1241,32.16,103.58,3/31/2013,18.59,23.64,158.03,158.03,22.04,-5.14,7.46,-23.86,-22.75,12.0,Standard Industries Ltd.,135.74
1242,32.16,86.5,3/31/2014,14.54,25.69,140.44,140.44,21.53,-11.44,8.62,-25.13,11.57,12.0,Standard Industries Ltd.,118.66
1243,32.16,76.49,3/31/2015,15.81,19.57,131.04,131.04,22.14,-4.0,6.9,-10.14,14.9,12.0,Standard Industries Ltd.,108.64999999999999
1244,32.16,59.28,3/31/2016,10.63,22.29,156.91,156.91,38.5,-11.4,6.3,3.33,-20.18,12.0,Standard Industries Ltd.,91.44
1245,32.16,45.55,3/31/2017,14.8,32.01,166.76,166.76,83.22,-17.29,7.35,22.7,-6.02,12.0,Standard Industries Ltd.,77.71
1246,32.16,51.18,3/31/2018,49.0,37.25,290.77,290.77,91.38,11.44,45.21,2.12,-76.93,12.0,Standard Industries Ltd.,83.34
1247,32.16,19.31,3/31/2019,22.35,46.33,412.83,412.83,303.89,-24.03,12.79,109.19,-83.95,12.0,Standard Industries Ltd.,51.47
1248,32.16,-21.63,3/31/2020,21.34,62.27,422.83,422.83,291.72,-40.92,16.77,73.9,-63.34,12.0,Standard Industries Ltd.,10.529999999999998
1249,32.16,-20.99,3/31/2021,38.95,37.14,442.16,442.16,421.68,1.8,7.5,37.71,88.65,12.0,Standard Industries Ltd.,11.169999999999998
1250,,,,,,,,,,,,,,Super Polyfabriks Ltd.,
1251,,,,,,,,,,,,,,Super Polyfabriks Ltd.,
1252,,,,,,,,,,,,,,Super Polyfabriks Ltd.,
1253,,,,,,,,,,,,,,Super Polyfabriks Ltd.,
1254,,,,,,,,,,,,,,Super Polyfabriks Ltd.,
1255,,,,,,,,,,,,,,Super Polyfabriks Ltd.,
1256,,,,,,,,,,,,,,Super Polyfabriks Ltd.,
1257,3.08,0.97,3/31/1995,8.51,8.81,9.22,9.22,0.8,0.22,8.41,,,12.0,Super Polyfabriks Ltd.,4.05
1258,3.12,1.24,3/31/1996,8.77,8.95,9.12,9.12,0.84,0.28,8.66,1.05,-0.12,12.0,Super Polyfabriks Ltd.,4.36
1259,3.13,1.6,3/31/1997,11.06,10.97,12.53,12.53,1.43,0.11,11.05,1.45,-2.84,12.0,Super Polyfabriks Ltd.,4.73
1260,1.0,6.65,3/31/2012,47.7,45.9,20.18,20.18,10.87,2.03,47.21,,,12.0,Super Transports Pvt. Ltd.,7.65
1261,1.0,8.23,3/31/2013,50.68,47.63,23.48,23.48,11.74,2.0,50.46,2.87,-1.21,12.0,Super Transports Pvt. Ltd.,9.23
